,artist,num_songs,num_weeks_on_charts,earliest_date
2370,The Movement,1,20,1992-08-08
2371,Troop,3,31,1990-07-07
2372,Maxi Priest,4,67,1988-10-29
2373,MC Serch,1,10,1992-10-17
2374,K.W.S.,1,26,1992-06-20
2375,Miki Howard,1,4,1992-11-21
2376,Tom Cochrane,2,30,1992-05-16
2377,Around The Way,1,5,1992-11-07
2378,Swing Out Sister,4,54,1987-08-15
2379,Utah Saints,1,1,1992-11-21
2380,Nona Gaye,1,6,1992-10-10
2381,Sofia Shinas,1,7,1992-10-03
2382,David Sanborn,1,11,1992-08-29
2383,Ephraim Lewis,1,9,1992-09-12
2384,Rhythm Syndicate,4,45,1991-06-01
2385,Joe Public,3,37,1992-03-14
2386,Voices,1,8,1992-09-05
2387,The Cover Girls,11,155,1987-02-28
2388,Wilson Phillips,7,127,1990-03-17
2389,A.L.T. And The Lost Civilization,1,14,1992-07-11
2390,The Black Crowes,5,69,1990-05-12
2391,Slaughter,4,53,1990-04-28
2392,Ralph Tresvant,3,43,1990-11-03
2393,East Coast Family,1,6,1992-08-22
2394,Mitch Malloy,2,17,1992-05-02
2395,Me Phi Me,1,4,1992-08-29
2396,The B-52s,7,88,1980-04-19
2397,L.A. Style,1,20,1992-04-11
2398,Black Sheep,2,27,1992-02-29
2399,M.C. Brains,2,27,1992-01-18
2400,The College Boyz,1,15,1992-05-23
2401,Tag,1,8,1992-07-04
2402,Stacy Earl,2,28,1991-11-16
2403,Brotherhood Creed,1,18,1992-04-18
2404,Prince And The N.P.G.,6,79,1991-08-17
2405,Nyasia,1,6,1992-07-11
2406,Indigo Girls,2,11,1989-07-22
2407,Good 2 Go,1,14,1992-05-09
2408,Glenn Frey,12,162,1982-06-05
2409,TKA,5,53,1986-06-07
2410,Linear,3,47,1990-02-17
2411,RTZ,3,36,1991-08-17
2412,The Outfield,8,112,1986-02-15
2413,Eddie Money,22,282,1978-02-25
2414,Nia Peeples,4,44,1988-05-14
2415,2nd II None,2,18,1992-01-11
2416,Howard Jones,11,167,1984-01-21
2417,Lidell Townsell,1,20,1992-02-29
2418,Chris Walker,1,18,1992-03-14
2419,Colourhaus,1,10,1992-05-02
2420,Laura Enea,1,14,1992-03-28
2421,MC Luscious,1,20,1992-02-08
2422,Curtis Stigers,3,22,1991-09-07
2423,Chaka Khan,10,135,1978-10-07
2424,Giggles,1,20,1992-01-25
2425,The Williams Brothers,1,18,1992-02-08
2426,Kym Sims,2,25,1991-11-16
2427,Celine Dion And Peabo Bryson,1,20,1992-01-18
2428,Right Said Fred,2,28,1991-12-21
2429,Riff,3,23,1991-03-23
2430,Tesla,5,70,1987-05-16
2431,L.A. Guns,2,33,1990-04-07
2432,Mocca Soul,1,2,1992-05-16
2433,Geoffrey Williams,1,9,1992-03-21
2434,The Smithereens,4,40,1988-05-21
2435,Paul Young,9,128,1983-10-01
2436,Kid Frost,2,21,1990-07-07
2437,Lightning Seeds,2,17,1990-05-19
2438,Simply Red,7,112,1986-04-05
2439,George Michael/Elton John,1,20,1991-12-07
2440,Shawn Christopher,2,15,1991-02-16
2441,Warrant,9,111,1989-04-29
2442,Big Audio,2,27,1991-09-21
2443,Chris Cuevas,1,11,1992-02-01
2444,The Shamen,1,17,1991-12-14
2445,Digital Underground,2,43,1990-03-17
2446,Tony Terry,4,47,1987-11-28
2447,Laissez Faire,1,17,1991-12-07
2448,Kid 'N Play,1,19,1991-11-16
2449,Clubland,1,12,1992-01-04
2450,Icy Blu,2,25,1991-07-06
2451,One 2 One,1,2,1992-03-07
2452,Degrees Of Motion,1,2,1992-03-07
2453,St. Etienne,1,2,1992-03-07
2454,The Party,4,55,1990-07-21
2455,The Storm,1,20,1991-10-26
2456,Natural Selection,2,35,1991-08-10
2457,Scorpions,6,78,1982-06-19
2458,Erin Cruise,1,7,1992-01-25
2459,Angelica,1,20,1991-10-19
2460,Motley Crue,12,152,1984-02-04
2461,Voyce,1,13,1991-11-30
2462,C+C Music Factory Presents Zelma Davis,1,14,1991-11-09
2463,The Northern Pikes,1,5,1992-01-04
2464,Lita Ford,3,38,1988-04-02
2465,Charm,1,3,1992-01-18
2466,Bette Midler,17,212,1972-12-23
2467,Tone-Loc,3,50,1988-12-03
2468,Kenny Loggins,20,301,1977-07-30
2469,Damian Dame,2,18,1991-05-18
2470,Skid Row,4,45,1989-06-10
2471,The Farm,1,16,1991-09-28
2472,The KLF,2,31,1991-06-22
2473,Martika,5,68,1988-12-24
2474,Jesus Jones,2,45,1991-04-13
2475,EMF,2,37,1991-04-13
2476,Blue Train,1,13,1991-10-05
2477,Chesney Hawkes,1,20,1991-08-03
2478,Jasmine Guy,2,30,1991-03-23
2479,Jermaine Jackson,16,192,1972-09-16
2480,T.P.E.,1,2,1991-11-30
2481,Russ Irwin,1,13,1991-09-14
2482,Grandmaster Slice,1,6,1991-10-26
2483,Marc Cohn,3,36,1991-03-30
2484,Belinda Carlisle,9,121,1986-05-17
2485,K.M.C. KRU,1,14,1991-08-31
2486,Crowded House,5,70,1987-01-17
2487,Smokey Robinson,21,253,1973-07-07
2488,Bad English,6,91,1989-07-22
2489,Robbie Nevil,7,98,1986-10-11
2490,Billy Falcon,1,14,1991-08-17
2491,The Commitments,1,4,1991-10-26
2492,The Escape Club,5,82,1988-08-20
2493,Hi-C,1,13,1991-08-17
2494,Richie Sambora,1,7,1991-09-28
2495,Desmond Child,2,18,1991-06-22
2496,Vanilla Ice,4,49,1990-09-08
2497,Tara Kemp,3,42,1991-01-19
2498,Tami Show,2,17,1988-03-12
2499,Ex-Girlfriend,1,8,1991-09-07
2500,PC Quest,2,26,1991-05-04
2501,Steelheart,2,35,1991-03-16
2502,38 Special,7,91,1980-02-02
2503,Ziggy Marley And The Melody Makers,2,18,1988-05-14
2504,Henry Lee Summer,5,57,1988-02-13
2505,B.G. The Prince Of Rap,1,9,1991-08-17
2506,Lisa Fischer,2,26,1991-04-13
2507,Lisa Lisa And Cult Jam,4,67,1987-04-11
2508,3rd Bass,1,13,1991-07-13
2509,Pretty In Pink,1,3,1991-09-21
2510,Peabo Bryson,5,62,1982-01-09
2511,Coro,1,11,1991-07-13
2512,Nelson,4,79,1990-07-07
2513,The La's,1,10,1991-07-20
2514,Jinny,1,2,1991-09-14
2515,Kingofthehill,1,6,1991-08-10
2516,Young M.C.,4,65,1989-07-29
2517,Cut 'N' Move,1,6,1991-08-03
2518,Oaktown's 3.5.7,1,6,1991-08-03
2519,Keedy,2,19,1991-03-16
2520,David A. Stewart Introducing Candy Dulfer,1,16,1991-05-18
2521,Gerardo,3,31,1991-02-02
2522,Thunder,1,13,1991-06-01
2523,Alice Cooper,21,226,1971-02-20
2524,Michael Morales,4,42,1989-04-29
2525,Surface,6,93,1987-05-23
2526,Titiyo,1,11,1991-06-08
2527,Another Bad Creation,2,40,1991-01-12
2528,Yasmin,1,4,1991-07-20
2529,Sandee,1,11,1991-06-01
2530,Trixter,3,27,1990-12-01
2531,Jesse Jaymes,1,5,1991-07-06
2532,Daryl Braithwaite,1,10,1991-06-01
2533,Black Box,3,51,1990-08-04
2534,D'zyre,1,9,1991-06-08
2535,Bingo Boys,1,6,1991-06-29
2536,David Hallyday,2,16,1987-08-29
2537,Michael Damian,5,68,1981-05-30
2538,Fred Schneider,1,4,1991-07-06
2539,Alias,3,44,1990-09-08
2540,Kane Roberts,1,13,1991-04-27
2541,Styx,23,306,1972-09-16
2542,C+C Music Factory/F. Williams,1,20,1991-03-02
2543,Brandon,1,10,1991-05-11
2544,Aftershock,1,16,1991-03-30
2545,Queensryche,1,17,1991-03-23
2546,Sheena Easton,18,276,1981-02-14
2547,Troy Newman,1,4,1991-06-15
2548,Divinyls,2,25,1986-01-25
2549,The Rude Boys,1,18,1991-03-09
2550,Pet Shop Boys,11,123,1986-03-01
2551,Voices That Care,1,16,1991-03-16
2552,The Triplets,1,16,1991-03-16
2553,Yes,10,122,1971-09-25
2554,The Rebel Pebbles,1,10,1991-04-20
2555,LaTour,1,11,1991-04-06
2556,B Angie B,1,8,1991-04-27
2557,Timmy T.,4,52,1990-03-10
2558,Ice-T,2,15,1988-06-11
2559,Cartouche,1,10,1991-04-13
2560,Daisy Dee,1,11,1991-03-30
2561,Robert Palmer,15,191,1976-12-04
2562,The Fixx,9,111,1982-10-30
2563,Michel'le,3,67,1989-11-18
2564,Chubb Rock,1,2,1991-05-18
2565,Cinderella,8,108,1986-11-08
2566,Pebbles (With Salt-N-Pepa),1,7,1991-04-13
2567,Happy Mondays,1,10,1991-03-16
2568,Starship,11,148,1985-09-07
2569,Oleta Adams,1,23,1990-12-15
2570,Trilogy,1,7,1991-03-30
2571,Mike + The Mechanics,7,101,1985-11-23
2572,Candyman,3,38,1990-09-01
2573,Alexander O'Neal,3,37,1987-07-25
2574,Harriet,1,11,1991-02-16
2575,Great White,6,86,1987-08-22
2576,Jellyfish,1,8,1991-03-09
2577,Winger,6,88,1989-02-25
2578,Urban Dance Squad,1,18,1990-12-15
2579,Chicago,46,607,1969-08-09
2580,Pebbles,4,79,1988-01-30
2581,Donny Osmond,15,182,1971-08-07
2582,SaFire,5,64,1988-09-24
2583,Little Caesar,2,9,1990-06-16
2584,Elisa Fiorillo,4,43,1988-01-23
2585,The Peace Choir,1,4,1991-03-09
2586,The Righteous Brothers,21,208,1963-05-11
2587,Guys Next Door,1,11,1991-01-05
2588,Will To Power,5,82,1987-06-27
2589,2nu,1,13,1990-12-22
2590,Deee-Lite,2,33,1990-09-15
2591,ZZ Top,17,181,1972-05-20
2592,House Of Lords,2,16,1989-01-07
2593,Gary Moore,1,3,1991-02-16
2594,The Adventures Of Stevie V,2,25,1990-07-21
2595,Jon Bon Jovi,2,37,1990-07-21
2596,Steve Winwood,14,228,1981-02-07
2597,James Ingram,2,36,1984-04-07
2598,Information Society,5,74,1988-07-16
2599,Soho,1,19,1990-09-08
2600,Notorious,1,5,1990-12-15
2601,Paul Simon,15,181,1972-02-05
2602,David Cassidy,5,54,1971-11-06
2603,Concrete Blonde,1,21,1990-08-18
2604,Cheap Trick,16,203,1978-07-22
2605,Special Generation,1,4,1990-12-08
2606,Kyper,1,25,1990-06-30
2607,Vaughan Brothers,1,9,1990-10-20
2608,Vixen,4,52,1988-09-17
2609,Sweet Sensation,7,109,1975-01-11
2610,The Boys,2,34,1988-12-10
2611,Caron Wheeler,1,10,1990-09-29
2612,Breathe,4,82,1988-04-16
2613,Technotronic,2,23,1990-01-27
2614,Betty Boo,1,4,1990-11-03
2615,REO Speedwagon,18,268,1977-05-28
2616,The London Quireboys,1,9,1990-09-22
2617,Denise Lopez,3,23,1988-06-11
2618,Biscuit,1,3,1990-10-27
2619,Asia,6,76,1982-04-17
2620,Sydney Youngblood,1,11,1990-08-25
2621,Billy Idol,12,195,1982-07-03
2622,Seduction,5,82,1989-07-08
2623,Ms. Adventures,1,9,1990-09-01
2624,Gene Loves Jezebel,2,13,1988-02-06
2625,Mellow Man Ace,1,24,1990-05-12
2626,The Whispers,12,112,1970-09-19
2627,Beats International,2,13,1990-04-14
2628,Tricia Leigh Fisher,1,8,1990-08-25
2629,Indecent Obsession,1,12,1990-07-28
2630,The Time,5,63,1982-01-30
2631,The West Coast Rap All-Stars,1,16,1990-06-23
2632,Louie Louie,2,23,1990-04-28
2633,Tiana,1,12,1990-07-14
2634,Brother Beyond,1,15,1990-06-23
2635,Favorite Angel,1,7,1990-08-11
2636,St. Paul,1,11,1990-07-07
2637,Calloway,2,30,1990-02-10
2638,Modern English,2,20,1983-04-02
2639,Danger Danger,1,13,1990-06-02
2640,Jimmy Ryser,1,7,1990-07-14
2641,Electric Boys,1,6,1990-07-14
2642,Sinead O'Connor,2,30,1990-03-17
2643,Bang,2,8,1972-04-22
2644,Young And Restless,1,15,1990-05-05
2645,49-ers,1,9,1990-06-16
2646,The Brat Pack,2,19,1990-02-03
2647,Nikki,1,15,1990-04-28
2648,Partners In Kryme,1,16,1990-04-21
2649,Giant,2,30,1989-09-30
2650,Alannah Myles,2,37,1990-01-06
2651,Soul II Soul,3,44,1989-09-23
2652,Perfect Gentlemen,1,16,1990-04-14
2653,The U-Krew,2,30,1990-01-27
2654,Jane Child,2,30,1990-02-10
2655,Brent Bourgeois,1,13,1990-04-28
2656,Joey Kid,1,12,1990-05-05
2657,A'me Lorain,2,26,1990-01-20
2658,Alisha,3,26,1985-12-21
2659,Whistle,2,28,1989-06-03
2660,Faster Pussycat,1,21,1990-02-24
2661,Tommy Page,3,48,1989-02-11
2662,KISS,24,254,1974-05-25
2663,Howard Hewett,2,10,1986-11-08
2664,Ana,2,10,1987-07-11
2665,Basia,3,43,1988-07-23
2666,Joe Cocker,14,136,1968-11-16
2667,Michael Penn,2,24,1990-01-06
2668,Biz Markie,1,22,1990-01-20
2669,Electronic,1,12,1990-03-31
2670,Andrew Ridgeley,1,6,1990-05-12
2671,Michael McDonald,5,64,1982-08-07
2672,Whitesnake,7,103,1980-08-02
2673,Gorky Park,1,6,1990-04-28
2674,Quincy Jones,6,59,1970-05-16
2675,Robert Plant,8,82,1982-09-11
2676,Corey Hart,10,140,1984-05-26
2677,Laura Branigan,13,190,1982-03-20
2678,Peter Murphy,1,9,1990-03-24
2679,Kaoma,1,12,1990-03-03
2680,The 4 Of Us,1,5,1990-04-21
2681,Pajama Party,3,34,1989-05-20
2682,D-Mob Introducing Cathy Dennis,1,21,1989-12-16
2683,Lou Gramm,4,64,1987-01-31
2684,Jimmy Somerville,1,4,1990-04-07
2685,Anything Box,1,10,1990-02-17
2686,Enuff Z'Nuff,2,20,1989-10-21
2687,Midnight Oil,3,42,1988-04-02
2688,McAuley Schenker Group,1,10,1990-02-17
2689,Shana,2,28,1989-10-07
2690,Inner City,2,17,1989-03-04
2691,Kevin Paige,2,36,1989-08-19
2692,Peter Wolf,6,56,1984-07-14
2693,Jaya,1,26,1989-10-14
2694,Skyy,2,23,1982-01-16
2695,Milli Vanilli,5,106,1989-01-07
2696,Joan Jett,1,10,1990-01-27
2697,"Joyce ""Fenderella"" Irby",1,7,1990-02-17
2698,John Farnham,1,8,1990-02-10
2699,Yvonne,1,9,1990-01-27
2700,Xymox,1,3,1990-03-03
2701,Fine Young Cannibals,6,66,1986-04-05
2702,Bonham,1,15,1989-11-25
2703,The Chimes,3,32,1960-10-31
2704,Marcia Griffiths,1,11,1989-12-09
2705,Poco,13,121,1970-10-03
2706,KIX,1,23,1989-09-09
2707,Saraya,3,23,1989-07-08
2708,Abstrac',1,6,1989-12-23
2709,Paul Carrack,6,69,1982-09-04
2710,Loverboy,13,178,1981-01-31
2711,Christopher Max,1,8,1989-12-02
2712,Diving For Pearls,1,6,1989-12-09
2713,Lil Louis,1,13,1989-10-21
2714,Sharon Bryant,2,18,1989-08-19
2715,Hooters,7,85,1985-05-18
2716,Chunky A,1,6,1989-12-02
2717,Shooting Star,3,18,1980-04-12
2718,The Alarm,4,37,1985-12-28
2719,White Lion,5,82,1988-02-27
2720,Thompson Twins,11,146,1983-01-22
2721,Billy Ocean,12,216,1976-04-03
2722,Moving Pictures,1,43,1982-09-18
2723,Shirley Lewis,1,6,1989-10-28
2724,Soulsister,1,10,1989-09-23
2725,The Jets,10,147,1986-04-12
2726,Eurythmics,14,175,1983-05-14
2727,Grayson Hugh,2,22,1989-06-24
2728,Bardeux,3,30,1988-02-27
2729,Living Colour,3,33,1989-03-11
2730,Big Noise,1,3,1989-11-04
2731,Vesta,1,8,1989-09-09
2732,Icehouse,6,66,1981-08-01
2733,Eddie Murphy,2,35,1985-10-05
2734,The Cult,2,15,1989-05-27
2735,Stage Dolls,1,13,1989-07-29
2736,Kon Kan,2,26,1988-12-24
2737,Love And Rockets,2,24,1989-05-20
2738,Underworld,2,16,1988-04-16
2739,Sinitta,1,4,1989-09-23
2740,Texas,1,6,1989-09-09
2741,Katrina And The Waves,5,57,1985-03-23
2742,The Doobie Brothers,27,280,1972-09-02
2743,The Graces,1,9,1989-08-12
2744,Paul Shaffer,1,8,1989-08-12
2745,Billy Squier,11,118,1981-05-16
2746,Tangier,1,7,1989-08-12
2747,BulletBoys,2,16,1989-04-29
2748,Adrian Belew,1,8,1989-08-05
2749,Tora Tora,1,6,1989-08-12
2750,The Call,2,14,1983-05-07
2751,Dion,21,180,1960-10-17
2752,Real Life,3,46,1983-11-12
2753,Waterfront,2,22,1989-04-08
2754,Benny Mardones,1,37,1980-06-14
2755,1927,1,1,1989-08-26
2756,Aretha Franklin/Whitney Houston,1,8,1989-07-01
2757,Dead Or Alive,5,61,1985-06-01
2758,Thirty Eight Special,8,104,1983-11-12
2759,Animotion,6,74,1985-01-26
2760,Q-feel,1,7,1989-06-17
2761,The Bangles,8,145,1986-01-25
2762,Holly Johnson,1,6,1989-06-17
2763,Elvis Costello,1,14,1989-04-22
2764,Roachford,1,14,1989-04-15
2765,Kevin Raleigh,1,9,1989-05-20
2766,Mica Paris,1,4,1989-06-24
2767,The Jacksons,13,150,1976-11-13
2768,Wang Chung,8,112,1984-02-04
2769,The Belle Stars,2,22,1983-05-07
2770,Sam Brown,1,10,1989-04-15
2771,One 2 Many,1,13,1989-03-25
2772,Was (Not Was),3,39,1988-10-01
2773,Cutting Crew,4,56,1987-03-07
2774,Samantha Fox,6,96,1986-11-01
2775,The Replacements,1,10,1989-04-08
2776,XTC,1,6,1989-04-29
2777,Sweet Sensation (With Romeo J.D.),1,18,1989-02-04
2778,Julian Lennon,6,71,1984-10-20
2779,Johnny Kemp,2,35,1988-05-14
2780,Peter Schilling,2,32,1983-09-24
2781,Roy Orbison,28,285,1960-01-18
2782,Figures On A Beach,1,7,1989-04-08
2783,Carly Simon,21,239,1971-04-17
2784,Chris Rea,6,42,1978-07-08
2785,Gina Go-Go,1,11,1989-02-25
2786,Eighth Wonder,2,21,1988-11-19
2787,The Pasadenas,1,10,1989-02-25
2788,Easterhouse,1,4,1989-04-01
2789,Choirboys,1,7,1989-03-11
2790,Tiffany,6,97,1987-08-29
2791,Sheriff,1,28,1983-05-14
2792,Boy Meets Girl,3,49,1985-04-06
2793,Traveling Wilburys,2,23,1988-10-29
2794,Midge Ure,1,5,1989-03-11
2795,Love And Money,1,7,1989-02-18
2796,Giant Steps,2,30,1988-08-20
2797,The Timelords,1,13,1988-12-17
2798,Boys Club,1,21,1988-10-22
2799,Ivan Neville,2,22,1988-10-08
2800,Camouflage,1,12,1988-12-24
2801,Marc Almond,1,8,1989-01-21
2802,Tommy Conwell And The Young Rumblers,2,18,1988-09-24
2803,When In Rome,2,27,1988-09-03
2804,Survivor,18,234,1980-02-23
2805,Ratt,6,50,1984-06-16
2806,'Til Tuesday,5,53,1985-04-13
2807,Alphaville,2,28,1984-11-24
2808,Michelle Shocked,1,8,1988-12-10
2809,Cheryl Pepsii Riley,1,13,1988-10-29
2810,Bobby McFerrin,1,26,1988-07-30
2811,The Georgia Satellites,3,39,1986-11-22
2812,Fairground Attraction,1,6,1988-12-17
2813,Randy Newman,2,32,1977-11-12
2814,Judson Spence,1,14,1988-10-15
2815,J.J. Fad,3,36,1988-04-23
2816,L'Trimm,1,15,1988-09-24
2817,Yazz And The Plastic Population,1,4,1988-11-26
2818,Bananarama,11,108,1983-07-02
2819,Candi,1,7,1988-10-22
2820,Stryper,3,32,1987-11-07
2821,Cameo,5,62,1984-04-07
2822,Jon Astley,2,18,1987-06-27
2823,Romeo's Daughter,1,7,1988-10-15
2824,Kim Wilde,5,64,1982-05-22
2825,Good Question,1,5,1988-10-22
2826,Deniece Williams,7,83,1976-12-11
2827,Europe,5,73,1987-01-24
2828,Brenda K. Starr,2,39,1988-04-02
2829,Jeffrey Osborne,10,141,1982-06-05
2830,Night Ranger,11,137,1983-01-15
2831,Fat Boys,2,18,1988-06-18
2832,Gardner Cole,1,3,1988-10-15
2833,The Robert Cray Band,3,26,1987-02-07
2834,Holly Knight,1,9,1988-09-03
2835,Four Tops,43,367,1964-08-15
2836,Pat Benatar,17,257,1979-12-22
2837,Eric Carmen,13,148,1975-12-20
2838,Glenn Medeiros,4,54,1987-02-14
2839,Transvision Vamp,1,3,1988-10-01
2840,Jane Wiedlin,3,35,1985-09-28
2841,The Fabulous Thunderbirds,4,41,1986-04-19
2842,Blue Zone U.K.,1,9,1988-08-13
2843,Freddie Jackson,7,100,1985-05-25
2844,Britny Fox,1,2,1988-10-01
2845,Johnny Hates Jazz,2,31,1988-03-19
2846,Toni Childs,1,7,1988-08-13
2847,Book Of Love,1,4,1988-09-03
2848,The Contours,8,75,1962-08-11
2849,The Moody Blues,21,215,1965-02-20
2850,Climie Fisher,1,18,1988-05-14
2851,Times Two,2,23,1988-03-12
2852,Kings Of The Sun,1,2,1988-07-30
2853,The System,3,34,1983-03-05
2854,Boz Scaggs,14,170,1971-04-17
2855,Nu Shooz,3,61,1986-03-08
2856,Bros,1,5,1988-06-25
2857,S-Express,1,6,1988-06-18
2858,The Deele,2,29,1984-01-21
2859,The Church,1,15,1988-04-09
2860,Jimmy Barnes,3,12,1959-03-09
2861,Siedah Garrett,1,1,1988-07-16
2862,Kool Moe Dee,2,16,1987-04-18
2863,Orchestral Manoeuvres In The Dark,5,84,1985-08-31
2864,E.U.,1,12,1988-04-16
2865,Toto,14,210,1978-10-07
2866,Suave,1,15,1988-03-12
2867,Glass Tiger,4,67,1986-07-12
2868,Pretty Poison,2,35,1987-09-26
2869,Jesse Johnson,1,8,1988-04-23
2870,David Lee Roth,7,83,1985-01-19
2871,Lonzo And World Class Wreckin Kru,1,11,1988-03-26
2872,Jermaine Stewart,4,58,1985-02-02
2873,Noel,2,30,1987-08-22
2874,Dan Reed Network,1,11,1988-03-12
2875,Big Pig,1,10,1988-03-19
2876,Bryan Ferry,2,17,1976-12-11
2877,Morris Day,2,25,1985-09-28
2878,Rick Springfield,20,288,1972-08-05
2879,The Adventures,1,3,1988-04-30
2880,Merry Clayton,5,40,1970-06-06
2881,Honeymoon Suite,4,41,1984-09-08
2882,Kingdom Come,1,6,1988-04-02
2883,Agnetha Faltskog/Peter Cetera,1,3,1988-04-23
2884,Louis Armstrong,3,21,1964-10-03
2885,James Taylor,17,182,1970-09-12
2886,Eria Fachin,1,10,1988-02-27
2887,M/A/R/R/S,1,23,1987-11-28
2888,So,1,11,1988-02-20
2889,Donald Fagen,3,25,1982-10-09
2890,Roxanne,1,7,1988-03-12
2891,Dan Hill,5,60,1976-01-24
2892,Cellarful Of Noise,1,7,1988-03-05
2893,Stacey Q,4,60,1986-07-12
2894,Gladys Knight And The Pips,38,415,1961-05-15
2895,Tommy Shaw,4,35,1984-09-29
2896,Blue Mercedes,1,6,1988-03-05
2897,Teena Marie,5,59,1980-11-22
2898,3 Man Island,1,2,1988-04-02
2899,Roger,2,28,1981-11-07
2900,The Communards,2,22,1986-12-27
2901,The Kane Gang,2,24,1987-10-17
2902,David Foster,2,25,1985-08-24
2903,Squeeze,3,42,1981-08-01
2904,The Cars,18,245,1978-06-17
2905,Georgio,3,23,1987-02-28
2906,The California Raisins,1,4,1988-01-23
2907,Dokken,3,26,1985-05-04
2908,Wa Wa Nee,2,15,1987-09-12
2909,Deja,1,12,1987-11-21
2910,Bourgeois Tagg,2,27,1986-04-12
2911,Powersource (Solo...Sharon),1,7,1987-12-19
2912,Shanice Wilson,1,13,1987-11-07
2913,Glenn Jones,1,14,1987-10-31
2914,Sammy Hagar,12,133,1977-12-10
2915,Martha Davis,1,8,1987-11-21
2916,Kenny G. (Vocal By Lenny Williams),1,19,1987-08-29
2917,Millions Like Us,1,6,1987-11-14
2918,Los Lobos,3,40,1985-03-23
2919,Timothy B. Schmit,2,21,1982-10-02
2920,Beau Coup,1,6,1987-10-31
2921,Big Trouble,1,7,1987-10-17
2922,The Other Ones,2,26,1987-04-18
2923,Wendy And Lisa,1,10,1987-09-19
2924,Taja Sevelle,1,10,1987-09-12
2925,Glen Burtnick,1,8,1987-09-26
2926,ABC,7,102,1982-09-11
2927,Living In A Box,2,19,1987-06-20
2928,Grateful Dead,4,31,1971-11-27
2929,Mr. Mister,5,78,1984-03-17
2930,T'Pau,1,27,1987-05-02
2931,Simon F,1,2,1987-10-24
2932,Force M.D.'s,2,28,1986-02-01
2933,Curiosity Killed The Cat,1,13,1987-08-01
2934,Herb Alpert,13,139,1968-05-18
2935,Stephanie Mills,6,59,1979-07-21
2936,The Monkees,20,166,1966-09-10
2937,Yello,1,11,1987-08-08
2938,Danny Wilson,1,20,1987-06-06
2939,Ray Parker Jr.,8,121,1982-03-20
2940,The Nylons,2,24,1987-05-16
2941,Suzanne Vega,2,22,1987-06-06
2942,Newcity Rockers,2,10,1987-04-18
2943,The Pointer Sisters,26,387,1973-08-18
2944,Jonathan Butler,1,14,1987-06-27
2945,Bob Seger,18,206,1971-11-20
2946,Klymaxx,5,83,1985-05-11
2947,The Silencers,2,11,1980-07-26
2948,The Breakfast Club,2,28,1987-03-14
2949,Level 42,4,53,1986-02-15
2950,Pseudo Echo,2,24,1987-03-28
2951,Club Nouveau,2,30,1987-02-14
2952,Al Jarreau,5,63,1981-08-01
2953,Amazulu,1,4,1987-07-25
2954,Debbie Harry,4,31,1981-08-15
2955,Chris de Burgh,4,58,1983-04-30
2956,Tom Kimmel,1,8,1987-06-20
2957,Partland Brothers,1,13,1987-05-02
2958,Bruce Willis,3,26,1987-01-17
2959,Gino Vannelli,10,123,1974-09-21
2960,4 By Four,1,6,1987-06-13
2961,Company B,1,18,1987-03-21
2962,Nona Hendryx,2,12,1983-06-04
2963,The Truth,1,9,1987-05-09
2964,Dan Fogelberg,13,180,1975-02-01
2965,K.T.P.,1,4,1987-06-13
2966,Mondo Rock,1,6,1987-05-23
2967,Rock And Hyde,1,10,1987-04-25
2968,Psychedelic Furs,4,44,1983-03-05
2969,Jack Wagner,4,50,1984-10-20
2970,Donna Allen,1,18,1987-02-14
2971,Frozen Ghost,1,10,1987-04-11
2972,The Gregg Allman Band,1,10,1987-04-04
2973,Paul Lekakis,1,13,1987-03-07
2974,World Party,1,15,1987-02-14
2975,Shirley Murdock,1,18,1987-01-17
2976,Peter Gabriel/Kate Bush,1,6,1987-04-04
2977,Hipsway,1,15,1987-01-24
2978,Gregory Abbott,2,33,1986-10-18
2979,The Barbusters (Joan Jett And The Blackhearts),1,11,1987-02-21
2980,Starpoint,3,43,1985-09-28
2981,Stabilizers,1,3,1987-04-04
2982,Sheila E.,4,74,1984-06-16
2983,Julian Cope,1,4,1987-03-21
2984,Ready For The World,3,58,1985-08-03
2985,Lone Justice,3,23,1985-05-11
2986,a-ha,3,54,1985-07-13
2987,The Venetians,1,5,1987-02-28
2988,Benjamin Orr,1,20,1986-11-08
2989,Eight Seconds,1,8,1987-01-31
2990,Tia,1,2,1987-03-07
2991,Uptown,1,11,1986-12-27
2992,Kansas,14,151,1976-12-25
2993,Colin James Hay,1,1,1987-03-07
2994,Five Star,4,45,1985-09-14
2995,Nocera,1,7,1987-01-17
2996,Ben E. King,21,163,1961-01-02
2997,Rob Jungklas,1,3,1987-02-07
2998,El DeBarge,3,40,1986-04-26
2999,Nancy Martinez,1,21,1986-10-04
3000,Ann Wilson,1,12,1986-11-29
3001,Miami Sound Machine,4,86,1985-10-19
3002,Ron And The D.C. Crew,1,4,1987-01-24
3003,Ric Ocasek,3,36,1983-02-12
3004,Timbuk 3,1,16,1986-10-25
3005,Don Johnson,2,26,1986-08-23
3006,Grace Jones,3,22,1977-01-22
3007,Talking Heads,8,100,1978-02-18
3008,Bob Geldof,1,6,1986-12-13
3009,Commodores,25,354,1974-06-15
3010,Oran 'Juice' Jones,1,19,1986-09-13
3011,John Parr,5,55,1984-12-15
3012,Secret Ties,1,5,1986-12-13
3013,Stacy Lattisaw,5,76,1980-08-09
3014,The Police,12,176,1979-02-24
3015,The Temptations,49,478,1960-04-18
